Crop_Name,Primary_Category,Family,Scientific_Name,Color_Hex,Variety_Default,Harvest_Unit,Price_Wholesale,Price_Retail,Yield_Lbs_Per_Ft,Calc_Method,Rec_Direct,Rec_Transplant,Rows_Per_Bed,In_Row_Spacing_In,Tray_Cell_Count,Seeder_Config,Safety_Buffer_%,DTM_Spring,DTM_Summer,DTM_Fall,DTM_Average,Nursery_Days,Days_To_Pot_Up,Days_To_Harden_Off,Germination_Days,Germ_Temp_F,Cold_Stratify?,Germination_Instructions,Hardiness_Zone,Rotation_Group,Common_Pests,Common_Diseases,Storage_Reqs,Temp_Day_Optimum,Temp_Night_Optimum,Soil_Temp_Optimum,Light_Req,Water_Req,pH_Min,pH_Max,Grower_Notes,Days_To_Maturity,Direct_or_Transplant,Frost_Hardy?,Light_Hours_Req,Water_Req_Gal_Week,Notes,Expected_First_Harvest,Expected_Last_Harvest,Harvest_Window_Days
Rudbeckia,Floral,Asteraceae,Rudbeckia hirta,#8A2BE2,Cherry Brandy,Stems,1,2.5,2,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,56,0,7,14,70,No,Deep maroon,3-10,Floral,None,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Rudbeckia,Floral,Asteraceae,Rudbeckia hirta,#9370DB,Chim Chiminee,Stems,1,2.5,2,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,56,0,7,14,70,No,Quilled petals,3-10,Floral,None,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Rudbeckia,Floral,Asteraceae,Rudbeckia hirta,#9932CC,Sahara,Stems,1,2.5,2,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,56,0,7,14,70,No,Earth tones,3-10,Floral,None,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Scabiosa,Floral,Caprifoliaceae,Scabiosa atropurpurea,#DB1A95,Black Knight,Stems,1.25,3.12,4,Linear Ft,No,Yes,3,9,128,,20,100,90,100,97,42,0,7,14,70,No,Deepest purple,3-10,Floral,Aphids,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7.5,,97,Transplant,Yes,12,0.5,,,,
Scabiosa,Floral,Caprifoliaceae,Scabiosa atropurpurea,#8A2BE2,Fama Blue,Stems,1.25,3.12,4,Linear Ft,No,Yes,3,9,128,,20,100,90,100,97,42,0,7,14,70,No,Lavender blue,3-10,Floral,Aphids,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7.5,,97,Transplant,Yes,12,0.5,,,,
Scabiosa,Floral,Caprifoliaceae,Scabiosa atropurpurea,#F5F5F5,Fama White,Stems,1.25,3.12,4,Linear Ft,No,Yes,3,9,128,,20,100,90,100,97,42,0,7,14,70,No,Clean white,3-10,Floral,Aphids,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7.5,,97,Transplant,Yes,12,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#FFD700,Chantilly Bronze,Stems,1,2.5,4,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,56,0,7,14,70,No,Open faced,3-10,Floral,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#FF4500,Madame Butterfly,Stems,1,2.5,4,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,56,0,7,14,70,No,Double azalea type,3-10,Floral,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#FAD7A0,Potomac Orange,Stems,1,2.5,4,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,56,0,7,14,70,No,Main season spike,3-10,Floral,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#FFD700,Potomac White,Stems,1,2.5,0.5,TBD,No,Yes,4,6,128,,20,100,100,100,100,56,0,7,14,70,No,Light req,3-10,Other,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Medium,6,7,,100,Transplant,Yes,6,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#F5F5F5,Costa Silver,Stems,1,2.5,4,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,56,0,7,14,70,No,Cool season spike,3-10,Floral,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Snapdragons,Floral,Plantaginaceae,Antirrhinum majus,#DDA0DD,Potomac Lavender,Stems,1,2.5,4,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,56,0,7,14,70,No,Summer heat spike,3-10,Floral,Aphids,Rust,Fresh,60-70F,50-60F,65,Full sun,Med,6,7,,107,Transplant,Yes,12,0.5,,,,
Statice,Floral,Plumbaginaceae,Limonium sinuatum,#8A2BE2,QIS Mix,Stems,1,2.5,3,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,42,0,7,14,75,No,Papery blooms,3-10,Floral,Aphids,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7.5,,107,Transplant,Yes,12,0.5,,,,
Statice,Floral,Plumbaginaceae,Limonium sinuatum,#0000FF,Seeker Blue,Stems,1,2.5,3,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,42,0,7,14,75,No,Deep blue,3-10,Floral,Aphids,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7.5,,107,Transplant,Yes,12,0.5,,,,
Statice,Floral,Plumbaginaceae,Limonium sinuatum,#FFD700,Sunset Mix,Stems,1,2.5,3,Linear Ft,No,Yes,3,12,128,,20,110,100,110,107,42,0,7,14,75,No,Pastel tones,3-10,Floral,Aphids,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7.5,,107,Transplant,Yes,12,0.5,,,,
Sunflowers,Floral,Asteraceae,Helianthus annuus,#9370DB,ProCut Orange,Stems,1.5,3.75,0.5,TBD,Yes,No,4,6,0,,20,55,55,55,55,0,0,7,7,75,No,Pollenless,3-10,Asteraceae,Beetles,Mildew,Fresh,70-85F,60-70F,75,Full sun,Medium,6,7.5,,55,Direct,No,6,0.5,,,,
Zinnias,Floral,Asteraceae,Zinnia elegans,#8A2BE2,Benary's Giant,Stems,1,2.5,0.5,TBD,No,Yes,4,10,128,,20,80,80,80,80,30,0,7,7,75,No,Cut and come,3-10,Asteraceae,Beetles,Mildew,Fresh,70-85F,60-70F,75,Full sun,Medium,6,7,,80,Transplant,No,6,0.5,,,,
Zinnias,Floral,Asteraceae,Zinnia elegans,#006400,Benary's Giant Lime,Stems,1,2.5,6,Linear Ft,No,Yes,3,9,128,,20,80,75,80,78,28,0,7,7,80,No,Professional cut,3-10,Floral,Beetles,Mildew,Fresh,75-85F,60-75F,75,Full sun,Med,6,7,,78,Transplant,No,12,0.5,,,,
Zinnias,Floral,Asteraceae,Zinnia elegans,#FF7F50,Oklahoma Salmon,Stems,1,2.5,6,Linear Ft,No,Yes,3,9,128,,20,80,75,80,78,28,0,7,7,80,No,Scabiosa-flowered,3-10,Floral,Beetles,Mildew,Fresh,75-85F,60-75F,75,Full sun,Med,6,7,,78,Transplant,No,12,0.5,,,,
Ammobium,Floral,Asteraceae,Ammobium alatum,#F5F5F5,Grandiflorum,Stems,1,2.5,3,Linear Ft,No,Yes,3,9,128,,20,90,85,90,88,35,0,7,10,70,No,Winged Everlasting,3-10,Floral,Aphids,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7,,88,Transplant,Yes,12,0.5,,,,
Statice,Floral,Plumbaginaceae,Limonium sinuatum,#0000FF,Seeker Blue,Stems,1.25,3.12,3,Linear Ft,No,Yes,3,12,128,,20,115,105,115,112,42,0,7,14,75,No,Elite flower size,3-10,Floral,Aphids,None,Fresh,70-80F,60-70F,75,Full sun,Med,6,7.5,,112,Transplant,Yes,12,0.5,,,,
Basil,Herb,Lamiaceae,Ocimum basilicum,#228B22,Genovese,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,8,72,,20,65,60,65,63,28,0,7,10,85,No,Standard Italian,4-10,Herb,Aphids,Root rot,Fresh,75-85F,65-75F,85,Full sun,Med,6,7.5,,63,Transplant,No,12,0.5,,,,85
Basil,Veg,Lamiaceae,Ocimum basilicum,#1E8449,Thai,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,12,200,,20,70,65,70,63,28,0,7,10,85,No,Anise scent,4-10,Herb,Aphids,None,Fresh,75-85F,65-75F,85,Full sun,Med,6,7.5,,63,Transplant,No,12,0.5,,,,85
Basil,Herb,Lamiaceae,Ocimum tenuiflorum,#145A32,Holy,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,8,72,,20,75,70,75,73,28,0,7,10,85,No,Tulsi/Medicinal,4-11,Herb,Aphids,None,Fresh,75-85F,65-75F,85,Full sun,Med,6,7.5,,73,Transplant,No,12,0.5,,,,85
Basil,Herb,Lamiaceae,Ocimum basilicum,#228B22,Genovese,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,8,72,,20,65,60,65,63,28,0,7,10,85,No,Standard Italian,4-10,Herb,Aphids,Root rot,Fresh,75-85F,65-75F,85,Full sun,Med,6,7.5,,63,Transplant,No,12,0.5,,,,85
Basil,Veg,Lamiaceae,Ocimum basilicum,#1D8348,Prospera DMR,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,12,200,,20,65,60,65,63,28,0,7,10,85,No,Mildew resist,4-10,Herb,Aphids,Root rot,Fresh,75-85F,65-75F,85,Full sun,Med,6,7.5,,63,Transplant,No,12,0.5,,,,85
Borage,Herb,Boraginaceae,Borago officinalis,#0000FF,Common Blue,Bunch,1.75,3.5,0.5,Linear Ft,No,Yes,3,12,72,,20,55,50,55,53,28,0,7,7,70,No,Darkness req,3-10,Herb,Aphids,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7,,53,Transplant,No,12,0.5,,,,
Borage,Herb,Boraginaceae,Borago officinalis,#2E86C1,Common,Bunch,1.75,3.5,0.5,Linear Ft,No,Yes,3,12,72,,20,55,50,55,53,28,0,7,7,70,No,Pollinator focus,3-10,Herb,Aphids,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7,,53,Transplant,No,12,0.5,,,,
Chervil,Herb,Apiaceae,Anthriscus cerefolium,#F0E68C,Brussels Winter,Bunch,1.75,3.5,0.5,Linear Ft,Yes,No,15,2,Direct,X24-Jang,20,50,45,50,48,0,0,7,14,60,No,Keep cool,3-9,Herb,Aphids,None,Fresh,55-65F,45-55F,60,Sun/Part,Med,6,7,,48,Direct,Yes,12,0.5,,,,
Chives,Herb,Amaryllidaceae,Allium schoenoprasum,#D8BFD8,Common,Bunch,1.75,3.5,0.5,Linear Ft,No,Yes,3,6,128,,20,90,80,90,87,56,0,7,14,70,No,Darkness req,3-9,Herb,Thrips,Rust,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,87,Transplant,Yes,12,0.5,,,,
Cilantro,Veg,Apiaceae,Coriandrum sativum,#FFA500,Cruiser,Bunch,1.25,2.5,0.5,Linear Ft,Yes,No,4,1,72,X24-Jang,20,55,45,55,52,0,0,7,10,65,No,Sow biweekly,3-10,Herb,Aphids,Blight,Fresh,55-70F,45-55F,65,Sun/Part,Med,6,7,,52,Direct Seed,Yes,12,0.5,,,,20
Cilantro,Herb,Apiaceae,Coriandrum sativum,#F0E68C,Santo,Bunch,1.25,2.5,0.5,Linear Ft,Yes,No,15,2,Direct,X24-Jang,20,55,45,55,52,0,0,7,10,65,No,Slow bolting,3-10,Herb,Aphids,Blight,Fresh,55-70F,45-55F,65,Sun/Part,Med,6,7,,52,Direct,Yes,12,0.5,,,,20
Cilantro,Herb,Apiaceae,Coriandrum sativum,#228B22,Calypso,Bunch,1.25,2.5,0.5,Linear Ft,Yes,No,15,2,Direct,X24-Jang,20,55,50,55,53,0,0,7,10,65,No,Best bolt resist,3-10,Herb,Aphids,Blight,Fresh,55-70F,45-55F,65,Sun/Part,Med,6,7,,53,Direct,Yes,12,0.5,,,,20
Dill,Herb,Apiaceae,Anethum graveolens,#F0E68C,Bouquet,Bunch,1.75,3.5,0.5,Linear Ft,Yes,No,3,2,Direct,X24-Jang,20,50,40,50,47,0,0,7,10,70,No,Standard dill,3-10,Herb,Aphids,Blight,Fresh,60-75F,50-60F,65,Full sun,Med,6,7,,47,Direct,Yes,12,0.5,,,,20
Dill,Herb,Apiaceae,Anethum graveolens,#E6D78C,Fernleaf,Bunch,1.75,3.5,0.5,Linear Ft,Yes,No,3,2,Direct,X24-Jang,20,55,45,55,52,0,0,7,10,70,No,Compact/Late bolt,3-10,Herb,Aphids,Blight,Fresh,60-75F,50-60F,65,Full sun,Med,6,7,,52,Direct,Yes,12,0.5,,,,20
Dill,Veg,Apiaceae,Anethum graveolens,#DCC88C,Hera,Bunch,1.75,3.5,0.5,Linear Ft,Yes,No,4,12,72,X24-Jang,20,50,40,50,47,0,0,7,10,70,No,Dense foliage,3-10,Herb,Aphids,Blight,Fresh,60-75F,50-60F,65,Full sun,Med,6,7,,47,Direct Seed,Yes,12,0.5,,,,20
Garlic Chives,Herb,Amaryllidaceae,Allium tuberosum,#D8BFD8,Common,Bunch,1.75,3.5,0.5,Linear Ft,No,Yes,3,6,128,,20,90,85,90,88,56,0,7,14,70,No,Flat leaf,3-9,Herb,Thrips,None,Fresh,65-75F,55-65F,70,Full sun,Med,6,7,,88,Transplant,Yes,12,0.5,,,,
Lavender,Herb,Lamiaceae,Lavandula angustifolia,#483D8B,Munstead,Bunch,2.5,4.5,0.5,Linear Ft,No,Yes,3,18,72,,20,110,110,110,110,84,14,7,21,70,Yes,Surface sow,5-9,Herb,None,Root rot,Fresh,70-80F,60-70F,75,Full sun,Low,6.5,7.5,,110,Transplant,Yes,12,0.3,,,,
Lemon Balm,Herb,Lamiaceae,Melissa officinalis,#7B68EE,Common,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,128,,20,75,70,75,73,42,0,7,14,70,No,Lemon scented,3-9,Herb,Aphids,None,Fresh,65-75F,55-65F,70,Sun/Part,Med,6,7,,73,Transplant,Yes,12,0.5,,,,
Mint,Herb,Lamiaceae,Mentha spicata,#1D8348,Spearmint,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,72,,20,90,90,90,90,42,14,7,14,70,No,Pot culture rec,3-9,Herb,None,Rust,Fresh,65-75F,55-65F,70,Sun/Part,Heavy,6,7,,90,Transplant,Yes,12,1,,,,
Oregano,Herb,Lamiaceae,Origanum vulgare,#483D8B,Greek,Bunch,1.75,3.5,0.5,Linear Ft,No,Yes,3,12,128,,20,90,85,90,88,56,0,7,14,70,No,Perennial herb,3-9,Herb,None,Root rot,Fresh,65-75F,55-65F,70,Full sun,Low,6.5,7.5,,88,Transplant,Yes,12,0.3,,,,
Parsley,Herb,Apiaceae,Petroselinum crispum,#FFA500,Curly,Bunch,1.25,2.5,0.5,Linear Ft,No,Yes,3,8,128,,20,75,70,75,73,42,0,7,21,70,No,Garnish type,3-9,Herb,Aphids,Blight,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,70
Parsley,Herb,Apiaceae,Petroselinum crispum,#F0E68C,Giant of Italy,Bunch,1.25,2.5,0.5,Linear Ft,No,Yes,3,8,128,,20,75,70,75,73,42,0,7,21,70,No,Flat leaf standard,3-9,Herb,Aphids,Blight,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,70
Parsley,Herb,Apiaceae,Petroselinum crispum,#1E8449,Krausa,Bunch,1.25,2.5,0.5,Linear Ft,No,Yes,15,8,128,,20,75,70,75,73,42,0,7,21,70,No,Triple curled,3-9,Herb,Aphids,Blight,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,70
Rosemary,Herb,Lamiaceae,Salvia rosmarinus,#483D8B,Common,Bunch,2.25,4.5,0.5,Linear Ft,No,Yes,3,18,72,,20,365,365,365,365,84,14,7,21,75,No,Cuttings best,7-10,Herb,None,Root rot,Fresh,70-85F,60-75F,75,Full sun,Low,6,7.5,,365,Transplant,Yes,12,0.3,,,,
Rosemary,Herb,Lamiaceae,Salvia rosmarinus,#21618C,Arp,Bunch,2.25,4.5,0.5,Linear Ft,No,Yes,3,18,72,,20,365,365,365,365,84,14,7,21,75,No,Coldest hardy,6-10,Herb,None,Root rot,Fresh,70-85F,60-75F,75,Full sun,Low,6,7.5,,365,Transplant,Yes,12,0.3,,,,
Sage,Herb,Lamiaceae,Salvia officinalis,#6A5ACD,Berggarten,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,128,,20,85,85,85,85,56,0,7,14,70,No,Broad leaf,4-9,Herb,None,None,Fresh,65-80F,55-65F,70,Full sun,Med,6,7,,85,Transplant,Yes,12,0.3,,,,
Sage,Herb,Lamiaceae,Salvia officinalis,#7B68EE,Common,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,128,,20,85,85,85,85,56,0,7,14,70,No,Culinary standard,4-9,Herb,None,None,Fresh,65-80F,55-65F,70,Full sun,Med,6,7,,85,Transplant,Yes,12,0.3,,,,
Sage,Herb,Lamiaceae,Salvia officinalis,#148F77,Extrakta,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,128,,20,85,85,85,85,56,0,7,14,70,No,High oil content,4-9,Herb,None,None,Fresh,65-80F,55-65F,70,Full sun,Med,6,7,,85,Transplant,Yes,12,0.3,,,,
Thyme,Herb,Lamiaceae,Thymus vulgaris,#5D6D7E,English,Bunch,2,4,0.5,Linear Ft,No,Yes,3,12,128,,20,95,95,95,95,84,0,7,21,70,No,Winter hardy,3-9,Herb,None,None,Fresh,65-75F,55-65F,70,Full sun,Low,6,7.5,,95,Transplant,Yes,12,0.3,,,,
Beets,Veg,Amaranthaceae,Beta vulgaris,#0B0108,Babybeat,Lb,0.85,1.7,0.65,Linear Ft,Yes,No,3,3,72,F24-Jang,20,55,45,55,52,0,0,7,10,75,No,Soak seeds,3-9,Veg,Leaf Miners,Mildew,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7.5,,52,Direct Seed,Yes,12,0.5,,,,14
Beets,Veg,Amaranthaceae,Beta vulgaris,#820B55,Red Ace,Lb,0.85,1.7,0.65,Linear Ft,Yes,No,3,6,264,F24-Jang,20,55,45,55,52,21,0,7,10,75,No,Soak seeds,3-9,Veg,Leaf Miners,Mildew,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7.5,,52,Paperpot,Yes,12,0.5,,,,21
Beets,Veg,Amaranthaceae,Beta vulgaris,#DC143C,Touchstone Gold,Lb,0.85,1.7,0.65,Linear Ft,Yes,No,3,3,Direct,F24-Jang,20,55,45,55,52,0,0,7,10,75,No,Soak seeds,3-9,Veg,Leaf Miners,Mildew,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7.5,,52,Direct,Yes,12,0.5,,,,21
Bok Choy,Veg,Brassicaceae,Brassica rapa,#196919,Joi Choi,Lb,1.1,2.2,0.5,Linear Ft,No,Yes,3,12,128,,20,50,45,50,48,30,0,7,7,75,No,Row cover,3-9,Veg,Flea Beetles,Clubroot,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7,,48,Transplant,Yes,12,0.5,,,,28
Bok Choy,Veg,Brassicaceae,Brassica rapa,#155815,Li Ren Choi,Lb,1.1,2.2,0.5,Linear Ft,No,Yes,2,12,128,,20,50,45,50,48,25,0,7,7,75,No,Row cover,3-9,Veg,Flea Beetles,Clubroot,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7,,48,Transplant,Yes,12,0.5,,,,14
Broccoli,Veg,Brassicaceae,Brassica oleracea,#114711,Belstar,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,15,128,,20,75,70,75,73,35,0,7,7,75,No,Consistent water,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,14
Broccoli,Veg,Brassicaceae,Brassica oleracea,#0C360C,Di Cicco,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,18,50,,20,50,45,50,48,35,0,7,7,75,No,Early variety,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,48,Transplant,Yes,12,0.5,,,,21
Broccoli,Veg,Brassicaceae,Brassica oleracea,#082508,Gypsy,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,15,128,,20,75,70,75,73,35,0,7,7,75,No,Heat tolerant,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,14
Broccoli,Veg,Brassicaceae,Brassica oleracea,#0C360C,Ironman,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,18,50,,20,78,72,78,76,35,0,7,7,75,No,Main season heavy,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,76,Transplant,Yes,12,0.5,,,,21
Broccoli,Veg,Brassicaceae,Brassica oleracea,#114711,BC1611,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,15,128,,20,75,70,75,73,35,0,7,7,75,No,Heat trial,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,73,Transplant,Yes,12,0.5,,,,21
Broccoli,Veg,Brassicaceae,Brassica oleracea,#0C360C,Ironman,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,18,50,,20,78,72,78,76,35,0,7,7,75,No,Main season,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,76,Transplant,Yes,12,0.5,,,,21
Brussels Sprouts,Veg,Brassicaceae,Brassica oleracea,#114711,Nautic,Lb,1.75,3.5,0.6,Linear Ft,No,Yes,2,18,50,,20,110,110,110,110,42,0,7,10,75,No,Best after frost,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,110,Transplant,Yes,12,0.5,,,,21
Brussels Sprouts,Veg,Brassicaceae,Brassica oleracea,#0C360C,Silvia,Lb,1.75,3.5,0.6,Linear Ft,No,Yes,2,18,50,,20,110,110,110,110,42,0,7,10,75,No,Uniform sprouts,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,110,Transplant,Yes,12,0.5,,,,21
Cabbage,Veg,Brassicaceae,Brassica oleracea,#0C360C,Alcosa,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,15,128,,20,72,68,72,70,35,0,7,7,75,No,Savoy type,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,70,Transplant,Yes,12,0.5,,,,
Cabbage,Veg,Brassicaceae,Brassica oleracea,#082508,Capture,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,12,50,,20,85,85,85,85,35,0,7,7,75,No,Round green,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,85,Transplant,Yes,12,0.5,,,,
Cabbage,Veg,Brassicaceae,Brassica oleracea,#006400,Deadon,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,12,50,,20,105,105,105,105,35,0,7,7,75,No,Winter type,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,105,Transplant,Yes,12,0.5,,,,
Cabbage,Veg,Brassicaceae,Brassica oleracea,#1E4D2B,Farao,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,12,128,,20,65,65,65,65,35,0,7,7,75,No,Early summer,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,70,Transplant,Yes,12,0.5,,,,
Cabbage,Veg,Brassicaceae,Brassica oleracea,#800000,Ruby Ball,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,12,50,,20,75,75,75,75,35,0,7,7,75,No,Red cabbage,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,75,Transplant,Yes,12,0.5,,,,
Cabbage,Veg,Brassicaceae,Brassica oleracea,#082508,Tundra,Lb,0.45,0.9,1.5,Linear Ft,No,Yes,2,12,50,,20,110,110,110,110,35,0,7,7,75,No,Winter harvest,3-9,Veg,Worms,Clubroot,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,110,Transplant,Yes,12,0.5,,,,
Carrots,Veg,Apiaceae,Daucus carota,#FFD700,Bolero,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,,F24-Jang,20,75,70,75,73,0,0,7,14,75,No,Nantes type,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,73,Direct Seed,Yes,12,0.5,,,,57
Carrots,Veg,Apiaceae,Daucus carota,#FFA500,Mokum,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,55,50,55,53,0,0,7,14,75,No,Baby carrot,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,53,Direct,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#FF8C00,Nelson,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,60,55,60,58,0,0,7,14,75,No,Early harvest,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,58,Direct,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#FFFF00,Rainbow Mix,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,4,1,72,F24-Jang,20,75,70,75,73,0,0,7,14,75,No,Multicolor,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,73,Direct Seed,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#FFD700,Romance,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,70,65,70,68,0,0,7,14,75,No,Nantes/Uniform,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,68,Direct,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#4B0082,Deep Purple,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,80,75,80,78,0,0,7,14,75,No,Specialty color,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,78,Direct,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#FFD700,Romance,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,70,65,70,68,0,0,7,14,75,No,Uniform nantes,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,68,Direct,Yes,12,0.5,,,,20
Carrots,Veg,Apiaceae,Daucus carota,#4B0082,Deep Purple,Lb,0.65,1.3,1.5,Linear Ft,Yes,No,3,1,Direct,F24-Jang,20,80,75,80,78,0,0,7,14,75,No,Specialty color,3-9,Veg,Rust Fly,Blight,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,78,Direct,Yes,12,0.5,,,,20
Cauliflower,Veg,Brassicaceae,Brassica oleracea,#2E8B57,Fioretto 70,Lb,1.25,2.5,1.2,Linear Ft,No,Yes,2,18,128,,20,70,65,70,68,35,0,7,7,75,No,Sprouting type,3-9,Veg,Loopers,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,68,Transplant,Yes,12,0.5,,,,28
